user_id,ks_count,ks_rate,dwell_mean,dwell_std,flight_mean,flight_std,digraph_mean,digraph_std,backspace_rate,accuracy,wps,wpm
user1,52,3.992278946514372,0.15342915975130522,0.11337764455573635,0.09895736563439463,0.17038838359736544,0.2537747130674474,0.14868806126237344,0.038461538461538464,22.22222222222222,0.6909713561274875,41.45828136764925
